Title,Location,Price,Size,Listing_Type,Link
"5 Bedrooms Villa For Sale Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","178,000",249 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130291228.html
"2 Bedrooms Apartment For Sale Muscat Hills, Muscat","Muscat Hills, Muscat","112,000",138 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258541.html
"Residential Land For Sale in Ibra, Al Sharqiya","Ibra, Al Sharqiya","6,200",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130291171.html
"3 Bedrooms Apartment For Sale Bosher, Muscat","Bosher, Muscat","54,000",116 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130282204.html
"2 Bedroom Villa For Sale in Salalah, Dhofar","Salalah, Dhofar","90,000",120 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130252214.html
"Studio Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","42,000",50 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130284794.html
"Residential Land For Sale in Sumail, Al Dakhiliya","Sumail, Al Dakhiliya","10,500",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130328071.html
"7 Bedroom Villa For Sale in Azaiba, Muscat","Azaiba, Muscat","150,000",,For Sale,https://www.bayut.om/en/property/details-130208994.html
"1 Bedroom Apartment For Sale Muscat Hills, Muscat","Muscat Hills, Muscat","63,000",,For Sale,https://www.bayut.om/en/property/details-130258609.html
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","85,000",,For Sale,https://www.bayut.om/en/property/details-130257547.html
"2 Bedrooms Villa For Sale Bosher, Muscat","Bosher, Muscat","27,000",,For Sale,https://www.bayut.om/en/property/details-130304342.html
"3 Bedrooms Villa For Sale Yiti, Muscat","Yiti, Muscat","238,891",253 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130300884.html
"4 Bedroom Villa For Sale in Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","340,000",388 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130245541.html
"2 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","160,000",200 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130239450.html
"Residential Land For Sale in Ibra, Al Sharqiya","Ibra, Al Sharqiya","9,500",680 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258167.html
"2 Bedrooms Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","80,000",129 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130269682.html
"7 Bedroom Villa For Sale in Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","310,000",413 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130246705.html
"4 Bedroom Apartment For Sale Al Seeb, Muscat","Al Seeb, Muscat","222,240",339 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130256709.html
"5 Bedrooms Villa For Sale Al Amarat, Muscat","Al Amarat, Muscat","75,000",200 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130249697.html
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","60,684",78 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130257245.html
"Residential Land For Sale in Salalah, Dhofar","Salalah, Dhofar","16,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130313194.html
"1 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","64,890",76 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258653.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","103,000",91 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130261710.html
4 Bedrooms Apartment For Sale Bosher Muscat,"Bosher, Muscat","51,000",114 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130303283.html
"4 Bedrooms Villa For Sale in Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","340,000",388 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130252763.html
"4 Bedrooms Villa For Sale Barka, Al Batinah","Barka, Al Batinah","59,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130204798.html
"4 Bedrooms Villa For Sale in Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","349,549",388 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130291194.html
"3 Bedroom Villa For Sale in Barka, Al Batinah","Barka, Al Batinah","100,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130239033.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","110,000",95 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130232836.html
"4 Bedroom Chalet For Sale in Barka, Al Batinah","Barka, Al Batinah","220,000","1,214 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130238200.html
"Residential Land For Sale in Barka, Al Batinah","Barka, Al Batinah","23,300",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130286492.html
"1 Bedroom Villa For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","65,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130283635.html
"2 Bedrooms Chalet For Sale in Barka, Al Batinah","Barka, Al Batinah","78,500",150 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130182057.html
"2 Bedroom Apartment For Sale in Al Khoud, Muscat","Al Khoud, Muscat","43,000",110 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130238745.html
"7 Bedrooms Villa For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","90,000",300 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130300973.html
"Residential Land For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","120,000",400 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130270607.html
"2 Bedroom Villa For Sale Salalah, Dhofar","Salalah, Dhofar","200,000",141 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258325.html
"3 Bedroom Villa For Sale in Salalah, Dhofar","Salalah, Dhofar","256,540",181 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258343.html
"1 Bedroom Apartment For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","56,500",50 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130263031.html
"Studio Apartment For Sale Muscat Hills, Muscat","Muscat Hills, Muscat","47,000",49 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130233562.html
"2 Bedrooms Apartment For Sale Al Sifah, Muscat","Al Sifah, Muscat","82,000",110 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130215103.html
"2 Bedroom Apartment For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","95,000",142 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130212202.html
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","180,000",133 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130212687.html
"1 Bedroom Villa For Sale in Salalah, Dhofar","Salalah, Dhofar","104,525",79 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130240676.html
"4 Bedrooms Villa For Sale Al Seeb, Muscat","Al Seeb, Muscat","65,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130188563.html
4 Bedroom Villa For Sale in Al Mawaleh Muscat,"Al Mawaleh, Muscat","108,000",240 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130181030.html
"5 Bedrooms Villa For Sale in Madinat As Sultan Qaboos, Muscat","Madinat As Sultan Qaboos, Muscat","419,000",720 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130213877.html
"2 Bedroom Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","20,900",84 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130230197.html
"Residential Land For Sale in Al Khaboura, Al Batinah","Al Khaboura, Al Batinah","7,500","1,248 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130179203.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","77,000",107 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130245097.html
"1 Bedroom Apartment For Sale Ghala, Muscat","Ghala, Muscat","45,700",91 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130230633.html
5 Bedrooms Villa For Sale Al Sifah Muscat,"Al Sifah, Muscat","1,400,000","2,242 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130225332.html
2 Bedrooms Apartment For Sale Al Hail Muscat,"Al Hail, Muscat","57,000",84 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130222373.html
"Residential Land For Sale in Bosher, Muscat","Bosher, Muscat","340,000","1,500 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130293688.html
"3 Bedrooms Chalet For Sale Al Sifah, Muscat","Al Sifah, Muscat","220,000",177 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130197815.html
2 Bedrooms Apartment For Sale Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","225,000",157 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130197475.html
"2 Bedrooms Villa For Sale in Barka, Al Batinah","Barka, Al Batinah","37,000",180 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130190097.html
"1 Bedroom Apartment For Sale Qurum, Muscat","Qurum, Muscat","172,082",73 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130191703.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","140,000",114 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130186495.html
2 Bedrooms Apartment For Sale Salalah - Dhofar,"Salalah, Dhofar","85,000",120 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130188400.html
"3 Bedrooms Apartment For Sale in Al Mawaleh, Muscat","Al Mawaleh, Muscat","130,000",566 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130184606.html
"1 Bedroom Apartment For Sale in Salalah, Dhofar","Salalah, Dhofar","95,000",76 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130184299.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","110,000",107 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130231178.html
"2 Bedroom Chalet For Sale in Barka, Al Batinah","Barka, Al Batinah","51,000",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130239300.html
"3 Bedrooms Apartment For Sale Salalah, Dhofar","Salalah, Dhofar","35,000",150 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130266933.html
"4 Bedroom Villa For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","76,000",345 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130201294.html
"2 Bedroom Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","70,850",109 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130190819.html
"5 Bedroom Villa For Sale in Al Sifah, Muscat","Al Sifah, Muscat","980,000","2,300 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130228099.html
"1 Bedroom Apartment For Sale Al Sifah, Muscat","Al Sifah, Muscat","60,000",59 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130228163.html
"4 Bedroom Villa For Sale in Qantab, Muscat","Qantab, Muscat","413,968",422 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130208352.html
"2 Bedrooms Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","140,000",140 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130191806.html
"2 Bedroom Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","185,000",,For Sale,https://www.bayut.om/en/property/details-130183526.html
2 Bedroom Apartment For Sale in Sultan Haitham City Muscat,"Sultan Haitham City, Muscat","70,850",,For Sale,https://www.bayut.om/en/property/details-130246453.html
"3 Bedroom Apartment For Sale in Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","163,050",,For Sale,https://www.bayut.om/en/property/details-130246525.html
"1 Bedroom Apartment For Sale in Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","53,300",,For Sale,https://www.bayut.om/en/property/details-130246447.html
"Residential Land For Sale in Al Amarat, Muscat","Al Amarat, Muscat","100,000",,For Sale,https://www.bayut.om/en/property/details-130175026.html
"Residential Land For Sale in Ansab, Muscat","Ansab, Muscat","140,000",,For Sale,https://www.bayut.om/en/property/details-130175064.html
"Residential Land For Sale in Bosher, Muscat","Bosher, Muscat","100,000",,For Sale,https://www.bayut.om/en/property/details-130175086.html
"1 Bedroom Apartment For Sale Sultan Haitham City, Muscat","Sultan Haitham City, Muscat","58,500",70 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130274895.html
"5 Bedrooms Villa For Sale in Al Hail, Muscat","Al Hail, Muscat","140,000",320 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130322318.html
"3 Bedrooms Villa For Sale Al Sifah, Muscat","Al Sifah, Muscat","250,000",153 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130208402.html
2 Bedrooms Apartment For Sale Muscat,"The Wave (Almouj), Muscat","255,000",157 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130204744.html
"4 Bedrooms Villa For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","225,000",176 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130206036.html
"2 Bedrooms Apartment For Sale Muscat Hills, Muscat","Muscat Hills, Muscat","85,000",120 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130206002.html
"Land For Sale - Residential Land - Barka, Al Batinah","Barka, Al Batinah","12,200",810 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130288485.html
"4 Bedrooms Villa For Sale Misfah, Muscat","Misfah, Muscat","95,000",215 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130195059.html
"1 Bedroom Apartment For Sale Al Maabilah, Muscat","Al Maabilah, Muscat","46,150",71 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130183195.html
4 Bedroom Apartment For Sale in Muscat - Other,"Muscat - Other, Muscat","923,409",424 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130191902.html
"3 Bedrooms Apartment For Sale Qantab, Muscat","Qantab, Muscat","288,115",361 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130257865.html
"6 Bedrooms Villa For Sale in Suwaiq, Al Batinah","Suwaiq, Al Batinah","1,100,000","15,430 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130222828.html
"1 Bedroom Villa For Sale Salalah, Dhofar","Salalah, Dhofar","79,000",69 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258255.html
"2 Bedroom Villa For Sale in Salalah, Dhofar","Salalah, Dhofar","140,000",110 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258316.html
"7 Bedroom Villa For Sale in Al Seeb, Muscat","Al Seeb, Muscat","98,000",425 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130239954.html
"Residential Land For Sale in Barka, Al Batinah","Barka, Al Batinah","16,000",630 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130308969.html
Land Residential For Sale Al Seeb Muscat,"Al Seeb, Muscat","180,000","1,629 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130229651.html
"1 Bedroom Apartment For Sale in The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","125,000",110 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130258418.html
"2 Bedroom Apartment For Sale in Darsait, Muscat","Darsait, Muscat","29,000",90 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130200300.html
"1 Bedroom Apartment For Sale in Al Sifah, Muscat","Al Sifah, Muscat","61,000",64 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130197862.html
"1 Bedroom Apartment For Sale in Salalah, Dhofar","Salalah, Dhofar","50,000",55 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130187754.html
"Residential Land For Sale in Al Amarat, Muscat","Al Amarat, Muscat","27,000",333 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130266876.html
"1 Bedroom Apartment For Sale The Wave (Almouj), Muscat","The Wave (Almouj), Muscat","100,000",107 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130222717.html
6 Bedrooms Villa For Sale Muscat (The Wave (Almouj)),"The Wave (Almouj), Muscat","2,800,000","1,615 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130245551.html
"2 Bedroom Apartment For Sale in Ghala, Muscat","Ghala, Muscat","88,000",139 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130197328.html
"Residential Land For Sale in Saham, Al Batinah","Saham, Al Batinah","6,700","1,213 Sq. M.",For Sale,https://www.bayut.om/en/property/details-130283630.html
"Residential Land For Sale Sohar, Al Batinah","Sohar, Al Batinah","20,500",600 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130283597.html
"5 Bedroom Villa For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","149,695",249 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130183348.html
"1 Bedroom Apartment For Sale in Salalah, Dhofar","Salalah, Dhofar","50,000",65 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130254217.html
3 Bedroom Villa For Sale Sultan Haitham City - Muscat,"Sultan Haitham City, Muscat","175,000",220 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130245431.html
"5 Bedrooms Villa For Sale in Muscat Hills, Muscat","Muscat Hills, Muscat","256,000",258 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130270218.html
"1 Bedroom Apartment For Sale in Al Sifah, Muscat","Al Sifah, Muscat","68,000",91 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130171553.html
"Studio Apartment For Sale Al Sifah, Muscat","Al Sifah, Muscat","45,000",61 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130183881.html
Land For Sale Al Maabilah Muscat,"Al Maabilah, Muscat","135,000",400 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130238084.html
"3 Bedrooms Villa For Sale in Al Maabilah, Muscat","Al Maabilah, Muscat","66,000",223 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130202787.html
"Residential Land For Sale in Bosher, Muscat","Bosher, Muscat","95,000",439 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130280585.html
"3 Bedrooms Villa For Sale in Barka, Al Batinah","Barka, Al Batinah","25,000",447 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130277837.html
"3 Bedroom Apartment For Sale in Qantab, Muscat","Qantab, Muscat","320,000",361 Sq. M.,For Sale,https://www.bayut.om/en/property/details-130184768.html
