added_on,bathrooms,bedrooms,completion,furnishing,link,listing_id,listing_type,location,price,property_type,purpose,size_sqm,title
,3,3,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D9%82-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86-%D9%87%D9%8A%D8%AB%D9%85-apartments-for-sale-in-sultan-haitham-ID130151507.html,ID130151507.html,For Sale,"Sultan Haitham City, Muscat","OMR 53,922",,Sale,167 SQM,شقق للبيع في مدينة السلطان هيثم  Apartments for Sale in Sultan Haitham
,1,1,,,https://www.dubizzle.com.om/en/ad/2-bedroom-apartment-in-jebel-sifah-%D8%B4%D9%82%D8%A9-%D8%BA%D8%B1%D9%81%D8%AA%D9%8A%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AC%D8%A8%D9%84-%D8%B3%D9%8A%D9%81%D8%A9-ID130022533.html,ID130022533.html,For Sale,"Al Sifah, Muscat","OMR 73,000",,Sale,63.6 SQM,2-Bedroom Apartment in Jebel Sifah   شقة غرفتين للبيع في جبل سيفة
,3,2,,,https://www.dubizzle.com.om/en/ad/farm-21-bedrooms-in-jebel-sifah-%D8%B4%D8%A7%D9%84%D9%8A%D9%87-%D8%BA%D8%B1%D9%81%D8%AA%D9%8A%D9%86-%D8%B9%D8%A7%D9%85%D9%84%D8%A9-%D9%81%D9%8A-%D8%AC%D8%A8%D9%84-%D8%B3%D9%8A%D9%81%D8%A9-ID129344708.html,ID129344708.html,For Sale,"Al Sifah, Muscat","OMR 170,000",,Sale,990 SQM,Farm 2+1 Bedrooms in Jebel Sifah | شاليه غرفتين + عاملة في جبل سيفة
,2,2,,,https://www.dubizzle.com.om/en/ad/live-in-style-2br-maids-room-apartment-jebel-sifah-ID130183132.html,ID130183132.html,For Sale,"Al Sifah, Muscat","OMR 110,000",,Sale,124 SQM,"Live in Style: 2BR + Maid’s Room Apartment, Jebel Sifah"
,4,3,,,https://www.dubizzle.com.om/en/ad/sifah-farm-21-bed-for-sale-jebel-sifah-%D8%B4%D8%A7%D9%84%D9%8A%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AC%D8%A8%D9%84-%D8%B3%D9%8A%D9%81%D8%A9-ID130260258.html,ID130260258.html,For Sale,"Al Sifah, Muscat","OMR 190,000",,Sale,177 SQM,"Sifah Farm 2+1 Bed for sale, Jebel Sifah | شاليه للبيع في جبل سيفة"
,2,2,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D8%BA%D8%B1%D9%81%D8%AA%D9%8A%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%87%D9%88%D8%A7%D9%86%D8%A7-%D8%B5%D9%84%D8%A7%D9%84%D8%A9-villa-2bhk-in-hawana-salalah-ID129356816.html,ID129356816.html,For Sale,"Salalah, Dhofar","OMR 165,000",,Sale,122 SQM,فيلا غرفتين للبيع في هوانا صلالة | Villa 2BHK in Hawana Salalah
,2,2,,,https://www.dubizzle.com.om/en/ad/2bedroom-duplex-villa-for-sale-hawana-salalah-ID130251449.html,ID130251449.html,For Sale,"Salalah, Dhofar","OMR 135,000",,Sale,122 SQM,2Bedroom Duplex Villa For Sale – Hawana Salalah
,3,3,,,https://www.dubizzle.com.om/en/ad/furnished-4-bedroom-twin-storey-villa-for-sale-in-jebel-sifah-ID130225728.html,ID130225728.html,For Sale,"Al Sifah, Muscat","OMR 335,000",,Sale,"1,465 SQM",Furnished 4-Bedroom Twin-Storey Villa for Sale in Jebel Sifah
,2,2,,,https://www.dubizzle.com.om/en/ad/fully-furnished-2-bedroom-villa-for-sale-in-hawana-salalah-ID130212745.html,ID130212745.html,For Sale,"Salalah, Dhofar","OMR 160,000",,Sale,122 SQM,Fully Furnished 2-Bedroom Villa for Sale in Hawana salalah
,5,5,,,https://www.dubizzle.com.om/en/ad/townhouse-for-sale-in-sultan-haitham-%D8%AA%D8%A7%D9%88%D9%86-%D9%87%D8%A7%D9%88%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86-ID130149064.html,ID130149064.html,For Sale,"Sultan Haitham City, Muscat","OMR 111,700",,Sale,900 SQM,Townhouse for sale in Sultan Haitham تاون هاوس للبيع في مدينة السلطان
,3,3,,,https://www.dubizzle.com.om/en/ad/2-bedrooms-sea-view-villa-jebel-sifah-%D9%81%D9%8A%D9%84%D8%A7-%D8%BA%D8%B1%D9%81%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D8%AC%D8%A8%D9%84-%D8%B3%D9%8A%D9%81%D8%A9-ID129074007.html,ID129074007.html,For Sale,"Al Sifah, Muscat","OMR 265,000",,Sale,"1,465 SQM",2 Bedrooms Sea View Villa Jebel Sifah | فيلا غرفتين على البحر جبل سيفة
,2,2,,,https://www.dubizzle.com.om/en/ad/marina-facing-3-bedroom-apartment-for-sale-al-mouj-muscat-ID130481312.html,ID130481312.html,For Sale,"The Wave (Almouj), Muscat","OMR 240,000",,Sale,157.3 SQM,Marina-Facing 3-Bedroom Apartment for Sale – Al Mouj Muscat
,6,5,,,https://www.dubizzle.com.om/en/ad/park-view-private-garden-luxurious-amara-5bhk-villa-in-jinan-island-ID130416080.html,ID130416080.html,For Sale,"The Wave (Almouj), Muscat","OMR 714,000",,Sale,720 SQM,Park View| Private Garden| Luxurious Amara 5BHK Villa in Jinan Island
,7,6,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-2-ID130197503.html,ID130197503.html,For Sale,"Al Amarat, Muscat","OMR 82,000",,Sale,650 SQM,توين فيلا بموقع ممتاز للبيع في العامرات مرتفعات 2
,1,Studio,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%85%D9%84%D9%83-%D8%B4%D9%82%D8%AA%D9%83-%D8%A7%D9%84%D8%AF%D9%88%D8%A8%D9%84%D9%83%D9%8A%D8%B3-%D9%85%D9%86-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D9%86-%D9%81-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D9%87-%D8%A8%D8%A7%D9%84%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%B9%D9%84%D9%8A-48-%D8%B4%D9%87%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-ID130478828.html,ID130478828.html,For Sale,"Azaiba, Muscat","OMR 49,500",,Sale,49 SQM,تملك شقتك الدوبلكيس من طابقين ف العذيبه بالاقساط علي 48 شهر بدون فوائد
,2,2,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%85%D9%84%D9%83-%D8%B4%D9%82%D8%AA%D9%83-%D8%A7%D9%84%D9%81%D9%86%D8%AF%D9%82%D9%8A%D9%87-%D9%81-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D9%87-%D8%A8%D8%A7%D9%84%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%B9%D9%84%D9%8A-48-%D8%B4%D9%87%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-ID130478746.html,ID130478746.html,For Sale,"Azaiba, Muscat","OMR 29,500",,Sale,70 SQM,تملك شقتك الفندقيه ف العذيبه بالاقساط علي 48 شهر بدون فوائد
,,,,,https://www.dubizzle.com.om/en/ad/own-your-shop-with-residential-visa-in-installments-over-8-years-ID130030709.html,ID130030709.html,For Sale,"Muscat Hills, Muscat","OMR 39,750",,Sale,,Own Your Shop with Residential Visa in installments over 8 years
,,,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%85%D9%84%D9%83-%D9%85%D8%AD%D9%84%D9%83-%D9%81-%D8%A3%D9%88%D9%84-%D9%85%D9%88%D9%84-%D9%81-%D9%85%D8%B3%D9%82%D8%B7-%D9%87%D9%8A%D9%84%D8%B2-%D9%88%D8%A8%D8%A7%D9%84%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%B9%D9%84%D9%8A-100-%D8%B4%D9%87%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-ID130030689.html,ID130030689.html,For Sale,"Muscat Hills, Muscat","OMR 39,750",,Sale,,تملك محلك ف أول مول ف مسقط هيلز وبالاقساط علي 100 شهر بدون فوائد
,3,3,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%88%D8%A7%D8%AF%D9%8A-%D8%A7%D9%84%D9%83%D8%A8%D9%8A%D8%B1-%D9%85%D8%B9-%D8%A7%D9%84%D8%A3%D8%AB%D8%A7%D8%AB-ID129846174.html,ID129846174.html,For Sale,"Al Wadi Al Kabir, Muscat","OMR 165,000",,Sale,125 SQM,فيلا للبيع في الوادي الكبير مع الأثاث
,,,,,https://www.dubizzle.com.om/en/ad/%D9%85%D8%AD%D9%84%D8%A7%D8%AA-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AE%D9%88%D8%B6-%D9%85%D9%83%D8%A7%D9%86-%D8%AC%D9%85%D9%8A%D9%84-%D8%AC%D8%AF%D8%A7-%D9%88-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-ID130343036.html,ID130343036.html,For Sale,"Al Khoud, Muscat","OMR 40,000",,Sale,,محلات للبيع في الخوض مكان جميل جدا و ممتاز
,6,6,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D9%8A%D8%B2-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A8%D9%8A%D9%84%D9%87-ID130027376.html,ID130027376.html,For Sale,"Al Maabilah, Muscat","OMR 79,000",,Sale,450 SQM,فيلا للبيع في موقع مميز في المعبيله
,5,5,,,https://www.dubizzle.com.om/en/ad/twin-villa-in-athiba-for-sale-%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D9%87-ID130190681.html,ID130190681.html,For Sale,"Azaiba, Muscat","OMR 168,000",,Sale,460 SQM,Twin villa in Athiba for sale / توين فيلا للبيع في العذيبه
,6,6,,,https://www.dubizzle.com.om/en/ad/villa-for-sale-in-hail-north-%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%AD%D9%8A%D9%84-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D9%87-ID130029607.html,ID130029607.html,For Sale,"Al Hail, Muscat","OMR 110,000",,Sale,450 SQM,Villa for sale in Hail north فيلا للبيع في الحيل الشماليه
,4,3,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-with-3-bedrooms-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%AB%D9%84%D8%A7%D8%AB-%D8%BA%D8%B1%D9%81-ID130385929.html,ID130385929.html,For Sale,"Yiti, Muscat","OMR 220,000",,Sale,168 SQM,Apartment for sale with 3 bedrooms- شقة للبيع بثلاث غرف
,2,1,,,https://www.dubizzle.com.om/en/ad/apartment-for-sale-with-2-bedrooms-%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D8%BA%D8%B1%D9%81%D8%AA%D9%8A%D9%86-ID130385564.html,ID130385564.html,For Sale,"Yiti, Muscat","OMR 132,000",,Sale,59 SQM,Apartment for sale with 2-Bedrooms شقة للبيع بغرفتين
,4,3,,,https://www.dubizzle.com.om/en/ad/villa-in-muscat-for-sale-%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B3%D9%82%D8%B7-ID130374069.html,ID130374069.html,For Sale,"Yiti, Muscat","OMR 468,000",,Sale,769 SQM,Villa in Muscat for Sale فيلا للبيع في مسقط
,4,3,,,https://www.dubizzle.com.om/en/ad/villa-with-4-bedrooms-for-sale-%D9%81%D9%8A%D9%84%D8%A7-%D8%A8%D8%A3%D8%B1%D8%A8%D8%B9-%D8%BA%D8%B1%D9%81-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID130420010.html,ID130420010.html,For Sale,"Yiti, Muscat","OMR 517,000",,Sale,769 SQM,Villa with 4 Bedrooms for Sale- فيلا بأربع غرف للبيع
,4,3,,,https://www.dubizzle.com.om/en/ad/villa-for-sale-in-muscat-%D9%81%D9%8A%D9%84%D8%A7-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B3%D9%82%D8%B7-ID130419921.html,ID130419921.html,For Sale,"Yiti, Muscat","OMR 474,000",,Sale,769 SQM,Villa for Sale in Muscat- فيلا للبيع في مسقط
,2,2,,,https://www.dubizzle.com.om/en/ad/live-in-style-2br-maids-room-apartment-jebel-sifah-ID130183132.html,ID130183132.html,For Sale,"Al Sifah, Muscat","OMR 110,000",,Sale,124 SQM,"Live in Style: 2BR + Maid’s Room Apartment, Jebel Sifah"
,4,3,,,https://www.dubizzle.com.om/en/ad/sifah-farm-21-bed-for-sale-jebel-sifah-%D8%B4%D8%A7%D9%84%D9%8A%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AC%D8%A8%D9%84-%D8%B3%D9%8A%D9%81%D8%A9-ID130260258.html,ID130260258.html,For Sale,"Al Sifah, Muscat","OMR 190,000",,Sale,177 SQM,"Sifah Farm 2+1 Bed for sale, Jebel Sifah | شاليه للبيع في جبل سيفة"
,2,2,,,https://www.dubizzle.com.om/en/ad/%D9%81%D9%8A%D9%84%D8%A7-%D8%BA%D8%B1%D9%81%D8%AA%D9%8A%D9%86-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%87%D9%88%D8%A7%D9%86%D8%A7-%D8%B5%D9%84%D8%A7%D9%84%D8%A9-villa-2bhk-in-hawana-salalah-ID129356816.html,ID129356816.html,For Sale,"Salalah, Dhofar","OMR 165,000",,Sale,122 SQM,فيلا غرفتين للبيع في هوانا صلالة | Villa 2BHK in Hawana Salalah
,2,2,,,https://www.dubizzle.com.om/en/ad/2bedroom-duplex-villa-for-sale-hawana-salalah-ID130251449.html,ID130251449.html,For Sale,"Salalah, Dhofar","OMR 135,000",,Sale,122 SQM,2Bedroom Duplex Villa For Sale – Hawana Salalah
,3,3,,,https://www.dubizzle.com.om/en/ad/furnished-4-bedroom-twin-storey-villa-for-sale-in-jebel-sifah-ID130225728.html,ID130225728.html,For Sale,"Al Sifah, Muscat","OMR 335,000",,Sale,"1,465 SQM",Furnished 4-Bedroom Twin-Storey Villa for Sale in Jebel Sifah
,2,2,,,https://www.dubizzle.com.om/en/ad/fully-furnished-2-bedroom-villa-for-sale-in-hawana-salalah-ID130212745.html,ID130212745.html,For Sale,"Salalah, Dhofar","OMR 160,000",,Sale,122 SQM,Fully Furnished 2-Bedroom Villa for Sale in Hawana salalah
,5,5,,,https://www.dubizzle.com.om/en/ad/townhouse-for-sale-in-sultan-haitham-%D8%AA%D8%A7%D9%88%D9%86-%D9%87%D8%A7%D9%88%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B3%D9%84%D8%B7%D8%A7%D9%86-ID130149064.html,ID130149064.html,For Sale,"Sultan Haitham City, Muscat","OMR 111,700",,Sale,900 SQM,Townhouse for sale in Sultan Haitham تاون هاوس للبيع في مدينة السلطان
,3,3,,,https://www.dubizzle.com.om/en/ad/2-bedrooms-sea-view-villa-jebel-sifah-%D9%81%D9%8A%D9%84%D8%A7-%D8%BA%D8%B1%D9%81%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1-%D8%AC%D8%A8%D9%84-%D8%B3%D9%8A%D9%81%D8%A9-ID129074007.html,ID129074007.html,For Sale,"Al Sifah, Muscat","OMR 265,000",,Sale,"1,465 SQM",2 Bedrooms Sea View Villa Jebel Sifah | فيلا غرفتين على البحر جبل سيفة
,2,2,,,https://www.dubizzle.com.om/en/ad/marina-facing-3-bedroom-apartment-for-sale-al-mouj-muscat-ID130481312.html,ID130481312.html,For Sale,"The Wave (Almouj), Muscat","OMR 240,000",,Sale,157.3 SQM,Marina-Facing 3-Bedroom Apartment for Sale – Al Mouj Muscat
,6,5,,,https://www.dubizzle.com.om/en/ad/park-view-private-garden-luxurious-amara-5bhk-villa-in-jinan-island-ID130416080.html,ID130416080.html,For Sale,"The Wave (Almouj), Muscat","OMR 714,000",,Sale,720 SQM,Park View| Private Garden| Luxurious Amara 5BHK Villa in Jinan Island
,7,6,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D8%A8%D9%85%D9%88%D9%82%D8%B9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D9%85%D8%B1%D8%AA%D9%81%D8%B9%D8%A7%D8%AA-2-ID130197503.html,ID130197503.html,For Sale,"Al Amarat, Muscat","OMR 82,000",,Sale,650 SQM,توين فيلا بموقع ممتاز للبيع في العامرات مرتفعات 2
,1,Studio,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%85%D9%84%D9%83-%D8%B4%D9%82%D8%AA%D9%83-%D8%A7%D9%84%D8%AF%D9%88%D8%A8%D9%84%D9%83%D9%8A%D8%B3-%D9%85%D9%86-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D9%86-%D9%81-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D9%87-%D8%A8%D8%A7%D9%84%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%B9%D9%84%D9%8A-48-%D8%B4%D9%87%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-ID130478828.html,ID130478828.html,For Sale,"Azaiba, Muscat","OMR 49,500",,Sale,49 SQM,تملك شقتك الدوبلكيس من طابقين ف العذيبه بالاقساط علي 48 شهر بدون فوائد
,2,2,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%85%D9%84%D9%83-%D8%B4%D9%82%D8%AA%D9%83-%D8%A7%D9%84%D9%81%D9%86%D8%AF%D9%82%D9%8A%D9%87-%D9%81-%D8%A7%D9%84%D8%B9%D8%B0%D9%8A%D8%A8%D9%87-%D8%A8%D8%A7%D9%84%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%B9%D9%84%D9%8A-48-%D8%B4%D9%87%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-ID130478746.html,ID130478746.html,For Sale,"Azaiba, Muscat","OMR 29,500",,Sale,70 SQM,تملك شقتك الفندقيه ف العذيبه بالاقساط علي 48 شهر بدون فوائد
,,,,,https://www.dubizzle.com.om/en/ad/own-your-shop-with-residential-visa-in-installments-over-8-years-ID130030709.html,ID130030709.html,For Sale,"Muscat Hills, Muscat","OMR 39,750",,Sale,,Own Your Shop with Residential Visa in installments over 8 years
,,,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%85%D9%84%D9%83-%D9%85%D8%AD%D9%84%D9%83-%D9%81-%D8%A3%D9%88%D9%84-%D9%85%D9%88%D9%84-%D9%81-%D9%85%D8%B3%D9%82%D8%B7-%D9%87%D9%8A%D9%84%D8%B2-%D9%88%D8%A8%D8%A7%D9%84%D8%A7%D9%82%D8%B3%D8%A7%D8%B7-%D8%B9%D9%84%D9%8A-100-%D8%B4%D9%87%D8%B1-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-ID130030689.html,ID130030689.html,For Sale,"Muscat Hills, Muscat","OMR 39,750",,Sale,,تملك محلك ف أول مول ف مسقط هيلز وبالاقساط علي 100 شهر بدون فوائد
,6,4,,,https://www.dubizzle.com.om/en/ad/%D8%AA%D9%88%D9%8A%D9%86-%D9%81%D9%8A%D9%84%D8%A7-%D8%AC%D9%85%D9%8A%D9%84%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%B3%D9%81%D8%A7%D8%A9-ID124352682.html,ID124352682.html,For Sale,"Misfah, Muscat","OMR 90,000",,Sale,294 SQM,توين فيلا جميلة للبيع في المسفاة
,3,2,,,https://www.dubizzle.com.om/en/ad/brand-new-2-bhk-penthouse-for-sale-ID130061469.html,ID130061469.html,For Sale,"Ghala, Muscat","OMR 55,000",,Sale,102 SQM,BRAND NEW 2 BHK PENTHOUSE FOR SALE !!
,3,2,,,https://www.dubizzle.com.om/en/ad/freehold-1bhk-for-sale-in-muscat-hails-ID130007409.html,ID130007409.html,For Sale,"Muscat Hills, Muscat","OMR 66,000",,Sale,120 SQM,(freehold) 1bhk for sale in muscat hails
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D8%B3%D9%83%D9%86%D9%8A-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A8%D8%B1%D9%83%D8%A7%D8%A1-%D8%AE%D8%B1%D8%A7%D8%A6%D8%B7-%D8%A8%D9%86%D8%A7%D8%A1-%D9%85%D8%AE%D8%B2%D9%86-%D9%85%D8%B9%D8%AA%D9%85%D8%AF%D9%87-ID129845273.html,ID129845273.html,For Sale,"Barka, Al Batinah","OMR 28,000",,Sale,,للبيع ارض سكني تجاري بركاء (خرائط بناء مخزن معتمده)
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%B1%D8%B3%D9%8A%D8%AA-%D9%85%D8%A4%D8%AC%D8%B1%D9%87-%D8%A8%D8%A7%D9%84%D9%83%D8%A7%D9%85%D9%84-ID130166439.html,ID130166439.html,For Sale,"Darsait, Muscat","OMR 185,000",,Sale,,للبيع بناية في دارسيت مؤجره بالكامل
,3,3,,,https://www.dubizzle.com.om/en/ad/%D8%B4%D9%82%D9%82-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%88%D9%84%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%85%D8%B1%D8%A7%D8%AA-%D8%A8%D9%86%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D9%85%D9%8A%D8%B1%D8%A7-ID130224189.html,ID130224189.html,For Sale,"Al Amarat, Muscat","OMR 28,000",,Sale,106 SQM,شقق راقية للبيع في ولاية العامرات (بناية الميرا)
,,,,,https://www.dubizzle.com.om/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%A7%D8%B1%D8%B6-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%86%D9%89-%D8%A7%D9%88%D9%84-%D8%AE%D8%B7-%D9%85%D9%86-%D8%A7%D9%84%D8%B4%D8%A7%D8%B1%D8%B9-%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A-%D8%AC%D9%86%D8%A8-%D9%85%D8%B3%D8%AC%D8%AF-%D8%B9%D8%A8%D8%AF%D8%A7%D9%84%D9%85%D9%84%D9%83-ID130476996.html,ID130476996.html,For Sale,"Bosher, Muscat","OMR 115,000",,Sale,,للبيع ارض في المنى اول خط من الشارع الرئيسي جنب مسجد عبدالملك
,5,3,,,https://www.dubizzle.com.om/en/ad/buying-a-villa-with-10-down-payment-for-4-bedrooms-ID129656858.html,ID129656858.html,For Sale,"Yiti, Muscat","OMR 277,000",,Sale,252 SQM,Buying a villa with 10% down payment for 4 bedrooms
,2,2,,,https://www.dubizzle.com.om/en/ad/modern-apartment-for-sale-in-muscat-%D8%B4%D9%82%D8%A9-%D8%AD%D8%AF%D9%8A%D8%AB%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B3%D9%82%D8%B7-ID130426964.html,ID130426964.html,For Sale,"Yiti, Muscat","OMR 127,900",,Sale,93 SQM,Modern Apartment for Sale in Muscat | شقة حديثة للبيع في مسقط
,3,3,,,https://www.dubizzle.com.om/en/ad/amazing-1-bhk-apartment-in-uptown-%D8%B4%D9%82%D8%A9-%D8%BA%D8%B1%D9%81%D8%A9-%D9%88%D8%B5%D8%A7%D9%84%D8%A9-%D9%81%D9%8A-%D8%A3%D8%A8-%D8%AA%D8%A7%D9%88%D9%86-freehold-ID130345955.html,ID130345955.html,For Sale,"Al Khoud, Muscat","OMR 59,016",,Sale,167 SQM,Amazing 1 BHK Apartment in Uptown |شقة غرفة وصالة في أب تاون ّFreeHold
,3,2,,,https://www.dubizzle.com.om/en/ad/exclusive-2-bhk-marina-view-%D8%B4%D9%82%D8%A9-%D8%B1%D8%A7%D9%82%D9%8A%D8%A9-%D9%81%D9%8A-%D9%8A%D8%AA%D9%8A-sustainable-city-yiti-ID130344226.html,ID130344226.html,For Sale,"Yiti, Muscat","OMR 166,570",,Sale,122 SQM,Exclusive 2 BHK Marina View | شقة راقية في يتي - Sustainable City Yiti
,2,1,,,https://www.dubizzle.com.om/en/ad/1-bhk-freehold-appartment-uptow-15-down-payment-44-month-installment-ID129696568.html,ID129696568.html,For Sale,"Al Seeb, Muscat","OMR 72,223",,Sale,67 SQM,1 BHK FreeHold Appartment uptow 15% down payment 44 Month Installment
